timestamp,currency_from,USD_to_currency_rate,currency_to_USD_rate,currency_to
2022-08-21T00:00:00Z,USD,10.4071071995,0.096088181,MAD
2022-08-21T00:00:00Z,USD,9.6023572825,0.1041410948,GHS
2022-08-21T00:00:00Z,USD,420.3369183205,0.0023790439,NGN
2022-08-21T00:00:00Z,USD,3828.0588541078,0.000261229,UGX
2022-08-21T00:00:00Z,USD,119.7484405962,0.0083508394,KES
2022-08-21T00:00:00Z,USD,653.289390459,0.0015307152,XOF
2022-08-21T00:00:00Z,USD,19.1320624099,0.0522682803,EGP
